part_id,stock_level,cost_price,entry_date
SP-157,229,351.17,2025-04-08
SP-368,267,190.26,2024-07-26
SP-417,368,384.84,2025-04-05
SP-415,229,190.95,2025-04-08
SP-445,430,105.0,2024-01-30
SP-380,41,413.09,2024-08-03
SP-492,238,193.63,2024-10-03
SP-443,207,366.3,2025-04-26
SP-458,229,26.91,2024-04-06
SP-101,5,87.47,2024-03-09
SP-406,283,169.84,2025-06-10
SP-176,230,366.0,2024-05-29
SP-135,443,81.75,2024-08-03
SP-363,248,150.9,2024-09-22
SP-162,334,80.21,2024-05-13
SP-206,479,113.18,2024-08-29
SP-167,161,316.06,2025-01-20
SP-498,229,199.7,2024-04-27
SP-292,38,293.15,2024-09-05
SP-296,107,309.39,2024-03-22
SP-387,398,400.65,2025-04-21
SP-421,185,65.0,2025-04-07
SP-302,135,51.83,2025-05-21
SP-463,469,153.0,2024-06-06
SP-325,408,16.1,2024-02-06
SP-186,6,237.0,2024-08-22
SP-318,107,281.06,2025-01-30
SP-356,0,261.65,2024-03-04
SP-454,121,95.47,2025-02-27
SP-346,229,438.64,2025-01-03
SP-487,131,289.95,2024-09-11
SP-109,0,394.95,2025-06-15
SP-415,110,122.55,2024-07-12
SP-457,113,319.57,2024-09-15
SP-323,390,410.0,2024-05-26
SP-180,317,239.09,2025-06-02
SP-395,480,288.09,2024-04-29
SP-246,106,17.0,2024-06-16
SP-478,0,288.0,2025-04-19
SP-317,100,444.42,2025-01-03
SP-288,432,90.14,2025-05-21
SP-190,80,301.46,2025-02-05
SP-488,5,222.91,2025-04-29
SP-374,0,153.0,2024-02-18
SP-443,359,292.28,2024-08-02
SP-169,352,321.04,2025-07-17
SP-342,79,259.1,2024-09-04
SP-248,115,268.85,2025-06-05
SP-358,5,191.71,2024-11-03
SP-348,135,394.98,2025-05-01
SP-332,366,247.57,2024-11-05
SP-209,229,357.52,2024-06-29
SP-261,229,370.31,2025-06-21
SP-104,391,270.92,2024-09-13
SP-324,99,171.38,2025-04-27
SP-351,5,118.2,2024-09-10
SP-151,249,316.27,2025-02-10
SP-103,427,378.2,2024-10-19
SP-448,5,162.74,2025-05-24
SP-303,213,63.76,2024-11-27
SP-479,5,211.68,2025-07-25
SP-318,95,243.85,2025-01-03
SP-334,410,6.56,2024-04-02
SP-202,0,80.55,2024-04-26
SP-436,133,165.72,2024-01-19
SP-312,266,413.55,2025-02-16
SP-351,223,295.89,2025-07-25
SP-133,103,294.0,2024-10-08
SP-467,93,279.64,2025-01-29
SP-472,498,34.0,2024-05-28
SP-421,466,244.56,2025-05-08
SP-445,25,381.82,2024-04-13
SP-134,248,137.09,2024-06-13
SP-490,5,379.0,2024-04-26
SP-429,43,184.07,2025-04-22
SP-466,229,324.89,2025-05-28
SP-401,322,271.33,2024-06-11
SP-135,369,160.0,2025-04-08
SP-230,229,11.0,2024-05-02
SP-304,229,22.56,2024-02-21
SP-161,38,233.06,2024-08-18
SP-380,78,182.0,2024-02-04
SP-372,138,149.66,2024-02-19
SP-117,5,273.79,2025-07-26
SP-173,38,292.94,2024-11-06
SP-426,175,90.74,2024-10-25
SP-275,321,35.0,2024-06-07
SP-462,47,400.4,2025-01-27
SP-149,16,272.8,2024-08-22
SP-272,171,307.1,2025-02-20
SP-390,5,72.23,2025-05-14
SP-412,295,60.81,2024-01-05
SP-276,5,226.89,2024-06-05
SP-266,183,324.98,2024-08-31
SP-420,313,227.95,2025-04-18
SP-222,340,176.0,2024-10-02
SP-422,100,278.0,2025-04-07
SP-131,31,324.26,2024-09-19
SP-276,37,272.77,2024-12-21
SP-468,198,23.6,2025-05-12
SP-208,13,8.31,2024-03-29
SP-224,0,144.83,2024-12-27
SP-131,216,42.16,2024-06-23
SP-295,229,362.99,2025-07-30
SP-105,395,251.8,2024-10-04
SP-172,398,313.98,2025-04-19
SP-317,5,312.0,2024-08-28
SP-484,433,406.95,2024-10-13
SP-121,494,270.65,2025-02-09
SP-228,231,342.04,2025-02-14
SP-310,377,100.52,2025-07-11
SP-277,218,354.0,2024-10-31
SP-218,0,310.0,2025-04-30
SP-302,229,406.46,2024-03-14
SP-479,229,18.32,2024-10-16
SP-283,79,327.2,2025-01-07
SP-264,93,406.17,2024-12-19
SP-126,33,376.56,2025-04-09
SP-122,160,76.68,2025-04-27
SP-270,120,182.62,2025-01-08
SP-386,5,317.0,2024-03-07
SP-499,265,312.0,2025-03-04
SP-482,5,33.65,2024-12-16
SP-140,229,111.69,2024-12-21
SP-487,305,354.49,2025-06-16
SP-233,0,431.22,2025-05-20
SP-428,470,53.99,2025-04-23
SP-343,262,87.07,2024-03-16
SP-310,113,411.91,2024-08-09
SP-430,229,210.12,2024-05-06
SP-465,228,302.11,2025-03-06
SP-476,137,246.11,2024-08-23
SP-265,229,331.85,2024-06-08
SP-473,229,334.4,2025-05-15
SP-246,202,199.0,2024-11-16
SP-166,5,140.98,2024-01-31
SP-282,229,443.0,2024-06-12
SP-169,124,236.52,2025-02-25
SP-320,212,381.0,2025-07-21
SP-395,291,424.88,2024-02-09
SP-278,432,267.0,2025-05-26
SP-134,42,333.82,2025-03-20
SP-273,229,151.51,2024-01-02
SP-260,458,402.48,2024-10-05
SP-370,273,296.19,2024-12-07
SP-355,325,187.35,2025-01-19
SP-499,163,32.0,2024-12-14
SP-153,121,253.0,2024-04-11
SP-485,0,412.25,2024-11-10
SP-277,109,328.26,2024-12-30
SP-282,487,94.78,2024-05-19
SP-282,14,269.95,2024-04-22
SP-124,409,352.88,2024-01-06
SP-146,342,399.64,2025-07-16
SP-126,382,44.28,2025-05-24
SP-223,453,227.34,2025-06-15
SP-486,223,37.35,2024-05-23
SP-194,0,300.81,2024-12-06
SP-221,426,280.87,2025-07-01
SP-396,229,235.39,2025-03-18
SP-225,298,120.69,2024-03-07
SP-101,5,325.67,2025-04-28
SP-130,181,392.39,2024-02-20
SP-121,229,60.31,2024-06-26
SP-443,23,445.21,2024-11-17
SP-240,5,271.64,2024-06-23
SP-338,158,122.66,2024-10-23
SP-212,64,223.0,2025-01-01
SP-227,424,410.83,2024-02-13
SP-485,297,357.51,2025-05-01
SP-413,229,225.42,2024-09-09
SP-415,429,309.24,2024-07-05
SP-172,229,64.9,2024-12-15
SP-227,492,21.52,2024-12-19
SP-235,229,390.77,2024-06-09
SP-431,229,409.51,2024-08-28
SP-395,481,325.9,2025-07-03
SP-311,424,99.05,2025-06-16
SP-237,5,51.24,2024-03-19
SP-211,50,70.85,2025-01-29
SP-183,38,424.74,2024-06-24
SP-272,0,374.0,2025-03-19
SP-478,5,25.65,2025-01-27
SP-395,17,7.67,2025-05-29
SP-190,475,5.79,2025-01-04
SP-164,5,329.72,2024-01-21
SP-274,70,97.59,2024-07-03
SP-492,440,247.45,2024-09-18
SP-255,5,25.07,2024-09-09
SP-479,328,422.4,2024-06-02
SP-440,314,384.14,2024-08-08
SP-435,73,407.34,2024-06-18
SP-277,125,201.0,2024-12-08
SP-310,253,230.01,2024-10-26
SP-257,229,307.35,2024-04-10
SP-122,435,124.11,2024-10-28
SP-289,219,112.0,2024-10-08
SP-499,166,122.0,2025-03-31
SP-375,143,379.75,2024-04-22
SP-414,5,194.0,2024-05-28
SP-298,50,230.0,2025-07-02
SP-190,81,78.0,2025-01-30
SP-309,252,104.0,2025-07-18
SP-302,83,378.9,2025-05-26
SP-232,229,362.89,2024-04-08
SP-240,342,374.87,2024-12-01
SP-352,229,177.23,2024-04-12
SP-151,229,156.0,2024-12-08
SP-168,5,205.74,2024-04-03
SP-398,214,128.04,2024-12-19
SP-188,338,432.17,2025-06-11
SP-495,229,172.0,2024-03-19
SP-232,199,93.49,2025-04-05
SP-258,92,105.0,2025-04-21
SP-158,387,240.77,2025-06-06
SP-438,490,244.79,2024-12-10
SP-135,475,258.0,2024-02-23
SP-414,304,349.0,2024-12-23
SP-263,354,311.41,2024-02-05
SP-107,425,282.15,2024-10-02
SP-427,161,43.46,2025-07-08
SP-474,229,159.74,2024-11-22
SP-282,108,387.32,2024-07-06
SP-150,112,251.0,2025-07-21
SP-403,308,135.79,2025-01-30
SP-398,132,122.64,2024-07-19
SP-358,219,6.79,2024-05-19
SP-285,475,58.5,2024-11-08
SP-176,0,146.78,2024-11-09
SP-249,491,423.37,2024-06-06
SP-152,29,143.0,2025-02-13
SP-325,373,404.49,2024-08-05
SP-440,489,407.0,2025-07-31
SP-147,0,101.62,2025-01-27
SP-350,0,189.21,2024-08-08
SP-180,96,269.1,2024-03-27
SP-398,189,141.01,2025-03-19
SP-135,457,313.54,2025-06-11
SP-397,5,289.88,2024-04-29
SP-140,229,360.76,2024-03-20
SP-466,370,145.26,2024-10-15
SP-486,468,316.52,2025-06-18
SP-116,206,407.82,2025-07-06
SP-351,229,318.46,2024-11-22
SP-432,264,109.47,2025-04-16
SP-369,229,55.76,2025-07-02
SP-216,0,148.23,2024-03-27
SP-190,229,286.0,2024-11-20
SP-486,0,329.62,2024-10-14
SP-398,278,104.03,2024-08-24
SP-405,459,231.05,2024-02-20
SP-481,143,395.11,2024-08-11
SP-167,313,101.89,2025-06-13
SP-206,242,26.72,2025-01-03
SP-419,96,388.22,2024-12-14
SP-326,5,122.86,2024-12-10
SP-194,266,246.0,2024-07-17
SP-451,175,344.18,2024-05-04
SP-422,357,41.86,2024-12-04
SP-317,343,202.12,2024-06-15
SP-283,77,413.0,2024-12-16
SP-326,5,139.75,2025-06-27
SP-119,5,134.07,2024-10-20
SP-251,229,79.0,2024-09-04
SP-233,277,347.95,2024-11-23
SP-202,113,285.55,2024-11-20
SP-128,6,248.95,2025-07-11
SP-284,110,103.0,2024-02-23
SP-216,0,274.8,2025-05-11
SP-250,289,98.11,2025-07-07
SP-466,0,198.11,2024-06-22
SP-312,183,131.14,2025-05-25
SP-202,229,51.51,2024-10-14
SP-366,151,388.23,2024-01-22
SP-231,139,32.79,2025-01-07
SP-372,332,91.58,2025-05-09
SP-204,415,405.78,2024-01-08
SP-331,394,165.3,2024-12-13
SP-323,229,102.0,2024-01-06
SP-173,345,132.0,2024-08-28
SP-469,69,410.0,2024-08-01
SP-157,224,427.83,2025-07-16
SP-357,273,102.24,2024-02-22
SP-149,0,298.83,2025-06-15
SP-479,81,330.31,2025-01-20
SP-371,229,164.37,2024-06-06
SP-161,229,139.46,2025-01-04
SP-281,278,297.1,2025-07-30
SP-269,229,56.76,2025-04-12
SP-220,401,217.94,2024-10-09
SP-143,252,268.0,2024-08-11
SP-210,0,65.7,2024-12-31
SP-500,0,134.83,2024-08-19
SP-300,48,140.27,2024-12-25
SP-403,92,67.86,2024-10-26
SP-354,211,109.01,2025-05-23
SP-401,0,171.83,2025-05-26
SP-449,56,352.25,2024-02-18
SP-101,251,296.0,2024-10-08
SP-365,54,245.94,2025-04-04
SP-290,428,92.89,2024-10-22
SP-121,192,201.89,2024-03-20
SP-321,427,209.0,2025-04-11
SP-304,452,303.19,2024-01-15
SP-468,5,290.26,2025-01-22
SP-250,26,284.69,2024-10-21
SP-468,142,217.79,2025-06-26
SP-123,355,32.88,2025-01-18
SP-255,312,51.86,2024-12-27
SP-367,317,165.95,2025-07-24
SP-168,229,268.33,2025-02-12
SP-275,229,107.86,2024-04-15
SP-177,492,354.59,2025-03-19
SP-109,249,15.32,2025-07-12
SP-236,0,379.17,2024-04-11
SP-234,157,393.85,2024-12-24
SP-349,196,23.3,2024-10-12
SP-176,28,421.39,2025-05-11
SP-166,229,251.36,2024-03-08
SP-154,9,321.43,2024-12-16
SP-119,229,167.97,2024-05-30
SP-321,78,157.39,2025-03-04
SP-407,330,128.69,2024-01-24
SP-178,0,74.0,2024-08-28
SP-305,21,346.93,2025-07-10
SP-341,155,315.47,2024-10-01
SP-367,265,179.88,2024-05-30
SP-455,175,398.61,2025-04-11
SP-400,229,227.84,2024-10-20
SP-389,234,236.55,2024-05-25
SP-286,0,282.19,2024-07-23
SP-220,5,102.46,2025-06-11
SP-348,201,207.82,2025-03-11
SP-207,24,20.56,2024-02-25
SP-156,78,427.51,2025-04-17
SP-131,155,73.43,2024-09-17
SP-252,276,224.0,2025-05-12
SP-241,284,201.23,2024-11-05
SP-298,444,90.88,2024-08-10
SP-305,338,291.0,2025-02-17
SP-462,295,138.76,2024-08-23
SP-414,344,196.0,2024-10-03
SP-482,459,422.3,2024-05-08
SP-181,381,175.0,2024-12-17
SP-434,5,17.0,2024-09-26
SP-290,218,441.08,2024-07-13
SP-144,5,368.19,2024-01-22
SP-215,149,398.0,2024-11-05
SP-362,83,388.6,2024-10-16
SP-345,5,304.28,2024-04-16
SP-357,65,98.19,2025-05-18
SP-226,388,178.54,2025-07-09
SP-117,150,13.4,2024-07-30
SP-139,229,298.68,2024-08-26
SP-147,5,118.54,2024-02-20
SP-339,466,40.0,2025-07-30
SP-418,361,126.47,2024-03-13
SP-359,229,278.84,2025-07-30
SP-228,143,135.06,2024-05-04
SP-248,229,169.64,2024-07-11
SP-195,229,183.69,2025-03-29
SP-479,229,154.77,2024-05-23
SP-115,456,211.08,2024-12-01
SP-121,365,83.0,2024-10-02
SP-152,259,394.1,2025-06-26
SP-111,229,70.58,2024-07-29
SP-248,308,355.71,2025-02-18
SP-185,0,187.34,2024-02-05
SP-403,404,297.66,2024-03-27
SP-229,363,59.64,2025-07-02
SP-460,144,304.0,2025-05-17
SP-223,243,244.0,2024-05-08
SP-455,5,157.18,2024-03-24
SP-483,22,198.22,2024-02-08
SP-498,48,434.78,2025-03-05
SP-145,431,258.0,2024-07-23
SP-478,5,270.88,2024-04-19
SP-439,45,310.32,2024-04-24
SP-139,5,115.66,2025-06-21
SP-390,268,164.0,2025-03-17
SP-185,95,193.0,2025-06-17
SP-214,90,253.48,2024-09-06
SP-401,0,273.36,2024-12-31
SP-262,186,82.36,2025-01-23
SP-237,229,140.27,2024-02-04
SP-284,189,140.0,2025-04-21
SP-133,119,23.76,2024-05-20
SP-464,372,71.03,2024-12-05
SP-346,229,322.83,2024-01-18
SP-156,164,180.36,2025-01-15
SP-152,229,236.83,2025-04-04
SP-242,87,312.42,2024-02-01
SP-127,13,349.84,2025-03-09
SP-167,250,188.69,2024-04-09
SP-226,416,36.59,2024-08-08
SP-305,387,219.48,2024-07-06
SP-409,199,232.47,2024-08-24
SP-398,0,208.19,2024-07-14
SP-427,106,28.23,2025-02-27
SP-227,329,340.52,2025-04-22
SP-486,272,190.5,2024-06-14
SP-284,229,6.0,2024-12-24
SP-385,348,297.75,2025-02-07
SP-255,0,247.0,2024-08-29
SP-253,279,290.76,2025-07-23
SP-378,0,434.49,2025-01-10
SP-235,50,358.73,2024-12-28
SP-147,456,402.94,2025-07-23
SP-194,129,392.5,2025-07-13
SP-193,362,447.81,2024-02-23
SP-224,462,437.71,2024-08-26
SP-163,229,79.0,2025-01-25
SP-201,347,167.87,2024-10-08
SP-430,58,434.82,2025-01-16
SP-484,5,306.55,2024-11-17
SP-194,0,177.86,2024-03-06
SP-427,240,306.56,2024-09-20
SP-331,385,221.61,2024-03-26
SP-468,244,281.0,2024-05-20
SP-485,0,248.75,2024-10-25
SP-108,5,237.81,2024-05-05
SP-118,40,58.39,2024-03-03
SP-438,194,340.05,2025-06-05
SP-328,229,434.32,2025-04-22
SP-187,229,7.0,2024-08-25
SP-363,365,81.17,2024-02-16
SP-334,339,331.0,2025-02-02
SP-416,276,85.77,2024-10-20
SP-443,5,307.55,2024-06-17
SP-393,49,355.49,2024-05-02
SP-399,174,50.0,2024-08-01
SP-447,321,435.79,2024-11-06
SP-166,14,417.41,2024-04-03
SP-388,229,336.86,2024-03-17
SP-189,391,113.0,2025-07-25
SP-422,367,261.05,2024-06-24
SP-329,270,107.11,2025-01-19
SP-500,297,148.76,2024-10-31
SP-109,128,45.86,2024-12-20
SP-439,69,79.0,2025-04-30
SP-289,227,85.35,2024-08-17
SP-257,45,136.39,2025-05-30
SP-251,157,199.28,2024-05-19
SP-461,30,242.0,2024-11-03
SP-349,5,246.58,2024-09-08
SP-248,476,290.51,2024-08-31
SP-119,229,38.13,2024-01-17
SP-383,311,132.0,2024-04-21
SP-139,402,227.78,2024-06-11
SP-402,282,281.76,2024-02-18
SP-322,208,322.79,2025-02-21
SP-459,5,149.31,2024-12-29
SP-148,248,140.14,2024-06-26
SP-187,229,199.0,2025-02-17
SP-141,5,316.0,2024-10-05
SP-406,109,154.74,2024-11-15
SP-478,490,354.96,2024-05-27
SP-314,128,6.21,2024-09-26
SP-481,380,384.52,2024-01-22
SP-315,229,84.99,2025-05-15
SP-387,379,55.53,2024-12-07
SP-384,293,163.51,2024-06-24
SP-416,222,369.81,2024-05-29
SP-167,198,131.36,2024-06-22
SP-236,0,32.0,2024-09-03
SP-183,42,355.0,2025-06-08
SP-320,5,408.5,2024-06-01
SP-430,5,156.0,2024-05-23
SP-292,291,400.91,2024-04-08
SP-269,229,156.48,2025-05-03
SP-224,5,376.33,2024-04-29
SP-320,86,319.39,2025-03-31
SP-223,353,103.2,2025-02-28
SP-279,140,264.54,2024-10-20
SP-130,90,69.16,2025-04-14
SP-243,181,54.84,2025-05-16
SP-157,229,313.41,2024-01-31
SP-154,14,381.31,2024-04-10
SP-223,25,445.91,2024-02-20
SP-131,114,236.85,2024-12-18
SP-490,5,336.11,2024-12-24
SP-329,229,109.32,2025-05-01
SP-254,0,195.2,2024-06-17
SP-186,5,174.78,2024-10-15
SP-125,302,378.64,2024-10-19
SP-390,196,43.0,2024-04-10
SP-393,5,175.19,2025-05-27
SP-419,0,348.24,2024-01-21
SP-324,410,182.01,2025-02-25
SP-105,88,379.54,2025-02-23
SP-292,229,419.45,2025-07-23
SP-426,229,242.86,2024-10-22
SP-452,0,62.4,2024-08-05
SP-305,353,179.43,2024-05-26
SP-484,238,85.67,2025-04-30
SP-460,286,301.2,2025-02-16
SP-286,182,366.8,2025-07-27
SP-464,405,76.37,2024-07-29
SP-101,266,381.64,2024-06-27
SP-365,48,181.29,2024-05-02
SP-170,340,362.94,2024-08-16
SP-163,5,244.82,2024-04-27
SP-475,5,334.11,2024-05-05
SP-365,204,43.43,2024-11-29
SP-176,494,422.6,2024-05-20
SP-177,414,398.79,2024-10-05
SP-327,5,124.47,2024-08-13
SP-180,102,100.93,2024-03-15
SP-352,0,169.33,2024-03-01
SP-316,5,11.86,2024-08-13
SP-273,229,136.43,2024-06-28
SP-138,114,293.82,2024-06-13
SP-255,386,337.0,2024-05-14
SP-296,0,57.48,2024-06-07
SP-265,138,300.25,2025-07-06
SP-361,477,378.38,2024-06-16
SP-137,155,407.78,2024-04-06
SP-168,385,146.89,2024-07-07
SP-178,189,402.55,2024-12-06
SP-240,326,362.0,2025-03-30
SP-468,366,381.0,2025-01-11
SP-243,51,184.75,2024-10-26
SP-119,5,261.0,2025-07-12
SP-141,290,309.05,2024-06-28
SP-157,119,239.15,2025-06-04
SP-187,229,7.81,2024-12-13
SP-361,22,334.49,2025-03-15
SP-290,5,283.0,2025-05-05
SP-427,327,187.08,2025-04-07
SP-401,229,336.55,2025-05-15
SP-469,389,247.84,2024-06-21
SP-300,40,301.57,2024-04-29
SP-421,32,183.19,2024-04-25
SP-226,0,281.0,2024-03-13
SP-161,229,244.7,2025-07-03
SP-249,0,372.89,2024-03-09
SP-228,182,262.78,2025-01-02
SP-278,463,274.16,2024-04-24
SP-215,0,429.0,2024-11-21
SP-122,349,171.24,2024-09-30
SP-220,434,448.34,2024-08-08
SP-291,279,362.45,2024-11-23
SP-123,0,313.53,2024-03-12
SP-175,398,105.51,2024-09-07
SP-466,229,336.17,2024-12-07
SP-306,263,53.49,2024-11-04
SP-420,229,76.0,2025-04-07
SP-178,447,98.89,2024-12-22
SP-286,165,283.0,2024-04-15
SP-106,0,236.71,2024-08-23
SP-209,128,22.39,2024-03-27
SP-238,229,34.0,2024-04-21
SP-293,360,263.94,2025-02-27
SP-136,276,417.0,2025-04-01
SP-133,253,440.78,2024-12-15
SP-419,0,243.12,2024-07-14
SP-122,238,258.0,2024-02-18
SP-431,335,449.61,2025-05-23
SP-259,453,67.71,2024-05-09
SP-158,5,301.01,2024-02-10
SP-248,229,10.29,2024-09-05
SP-372,466,220.18,2025-05-30
SP-106,5,29.48,2024-03-30
SP-232,408,179.0,2024-10-30
SP-156,244,209.04,2024-04-25
SP-138,130,335.17,2025-06-29
SP-123,229,76.0,2025-07-22
SP-487,326,174.6,2025-05-30
SP-117,259,267.66,2024-08-23
SP-296,5,172.36,2024-05-21
SP-176,229,103.11,2024-05-23
SP-390,5,323.0,2024-06-20
SP-455,113,424.98,2025-02-16
SP-124,5,112.0,2024-04-11
SP-492,262,391.0,2025-06-02
SP-251,0,82.89,2024-08-23
SP-214,133,433.29,2024-07-21
SP-197,186,449.82,2024-03-09
SP-307,391,399.07,2025-05-17
SP-314,162,98.36,2024-01-03
SP-468,229,67.18,2024-10-12
SP-140,341,253.3,2024-05-11
SP-338,264,134.39,2025-05-08
SP-176,274,70.49,2025-06-24
SP-432,387,360.44,2024-02-27
SP-394,348,293.08,2024-08-22
SP-401,5,428.55,2025-05-19
SP-129,111,94.13,2024-07-08
SP-187,229,164.0,2024-09-24
SP-408,388,330.28,2024-12-15
SP-309,447,152.0,2024-10-17
SP-368,5,26.88,2025-04-13
SP-374,259,235.39,2024-11-17
SP-479,280,323.92,2025-06-07
SP-198,110,227.0,2024-03-24
SP-337,264,388.0,2024-10-03
SP-411,399,140.6,2024-01-29
SP-367,135,131.45,2024-08-31
SP-120,244,275.15,2025-04-29
SP-205,0,25.39,2025-02-02
SP-360,131,339.81,2025-04-02
SP-430,229,28.64,2025-02-12
SP-388,140,148.0,2025-04-05
SP-324,0,341.34,2024-09-19
SP-467,406,127.03,2024-11-07
SP-318,65,99.61,2024-02-17
SP-261,86,87.62,2025-01-29
SP-204,229,434.98,2024-08-16
SP-428,359,224.02,2024-07-16
SP-137,409,106.27,2024-04-27
SP-109,94,312.12,2025-06-26
SP-443,207,275.0,2024-02-19
SP-301,204,194.52,2024-06-07
SP-480,0,116.7,2025-03-28
SP-144,229,291.23,2025-06-15
SP-450,320,167.0,2025-03-08
SP-448,89,312.58,2025-05-03
SP-383,407,312.45,2024-05-05
SP-493,5,26.0,2025-01-13
SP-388,440,120.95,2024-11-15
SP-300,5,448.0,2024-03-27
SP-326,292,282.13,2024-02-27
SP-314,100,279.91,2025-07-23
SP-210,229,179.6,2024-10-08
SP-308,26,8.31,2024-04-08
SP-143,87,90.82,2024-06-30
SP-278,366,45.0,2024-03-05
SP-141,423,432.43,2025-03-01
SP-438,0,5.77,2024-12-22
SP-125,410,305.0,2025-02-04
SP-336,256,425.49,2024-10-28
SP-160,229,214.69,2024-08-05
SP-365,487,91.4,2025-07-06
SP-350,92,159.57,2025-06-17
SP-180,224,6.0,2024-03-20
SP-487,229,188.52,2024-04-18
SP-422,84,292.0,2025-04-30
SP-272,235,299.59,2024-04-11
SP-369,5,372.28,2024-11-14
SP-488,78,353.21,2024-04-11
SP-444,102,187.12,2025-03-11
SP-178,443,11.82,2024-03-17
SP-389,0,126.48,2025-06-03
SP-114,243,181.79,2025-05-16
SP-376,10,119.87,2024-01-18
SP-110,323,256.68,2025-02-19
SP-329,190,253.24,2025-05-16
SP-300,453,336.42,2024-03-15
SP-222,0,277.05,2024-01-26
SP-254,191,64.71,2024-08-20
SP-397,123,174.97,2024-09-07
SP-481,229,25.51,2024-03-10
SP-476,5,242.0,2024-11-10
SP-416,135,152.72,2024-11-14
SP-295,39,427.86,2024-11-27
SP-454,372,117.0,2024-08-25
SP-353,356,196.28,2024-01-10
SP-152,229,130.44,2025-05-03
SP-438,229,114.85,2024-04-17
SP-150,421,23.72,2024-08-25
SP-493,103,232.0,2025-01-27
SP-419,214,75.24,2025-01-22
SP-466,115,168.14,2025-01-06
SP-435,0,148.76,2025-05-23
SP-294,229,102.31,2025-03-26
SP-311,87,406.22,2025-03-03
SP-496,5,447.36,2024-11-14
SP-398,153,254.97,2024-06-15
SP-217,335,217.02,2024-10-18
SP-115,214,332.0,2025-05-11
SP-446,412,447.12,2025-02-12
SP-440,120,134.16,2024-10-10
SP-383,440,429.07,2024-04-07
SP-336,5,17.22,2024-07-19
SP-314,323,434.01,2024-07-29
SP-351,479,386.86,2024-05-08
SP-108,62,394.27,2025-07-08
SP-172,304,67.18,2024-02-21
SP-319,415,76.98,2025-01-05
SP-275,5,136.0,2024-10-07
SP-234,363,112.0,2025-01-22
SP-459,104,269.86,2024-08-15
SP-320,250,89.33,2024-12-21
SP-435,229,449.91,2025-01-15
SP-132,419,347.28,2025-06-01
SP-213,208,223.64,2024-01-26
SP-323,229,365.24,2024-05-10
SP-339,0,388.0,2024-07-29
SP-158,184,317.43,2024-02-27
SP-408,229,168.13,2024-07-01
SP-264,444,12.78,2024-11-23
SP-459,323,29.23,2025-07-14
SP-143,201,334.31,2024-09-22
SP-344,192,67.36,2024-12-18
SP-192,152,207.39,2025-03-12
SP-240,5,438.44,2024-10-13
SP-382,344,183.48,2024-12-10
SP-430,132,30.33,2024-08-04
SP-418,453,56.91,2025-02-26
SP-217,5,334.44,2025-06-15
SP-448,395,250.38,2024-04-16
SP-271,293,336.45,2024-06-01
SP-280,151,353.39,2025-03-08
SP-317,5,162.89,2024-07-12
SP-397,206,152.15,2024-07-13
SP-412,476,341.06,2024-09-20
SP-455,453,259.92,2024-11-17
SP-164,145,396.76,2024-01-06
SP-481,269,213.86,2024-04-30
SP-199,492,110.0,2025-02-02
SP-144,5,198.37,2024-06-30
SP-370,0,148.32,2025-04-18
SP-481,229,55.14,2025-05-27
SP-366,81,109.16,2025-01-16
SP-179,0,370.84,2024-02-28
SP-285,229,15.72,2025-07-09
SP-240,0,398.0,2024-10-23
SP-164,162,279.31,2025-04-08
SP-466,285,75.0,2024-04-18
SP-386,190,220.82,2024-05-03
SP-102,5,40.41,2024-10-28
SP-335,229,415.0,2024-07-16
SP-434,318,280.0,2025-05-08
SP-265,229,444.0,2024-02-26
SP-273,387,18.18,2024-08-10
SP-177,229,428.35,2024-07-11
SP-257,229,48.84,2024-09-03
SP-498,5,320.76,2024-02-06
SP-317,85,408.54,2024-09-09
SP-232,5,421.04,2025-02-02
SP-280,253,324.09,2024-12-19
SP-383,219,408.0,2024-08-11
SP-296,229,7.0,2024-02-18
SP-446,379,272.01,2024-11-19
SP-336,5,92.2,2024-03-05
SP-203,5,276.92,2024-03-03
SP-423,55,418.42,2024-02-17
SP-215,129,208.25,2024-04-12
SP-287,420,362.34,2024-12-27
SP-473,404,51.22,2024-04-15
SP-184,200,435.77,2025-05-08
SP-182,5,369.41,2024-02-28
SP-435,157,326.15,2024-09-23
SP-428,406,97.26,2024-03-02
SP-325,229,379.79,2024-06-23
SP-214,341,254.7,2025-05-20
SP-246,195,201.79,2025-07-24
SP-468,229,103.44,2025-03-20
SP-154,301,245.0,2025-04-12
SP-124,254,36.07,2024-07-04
SP-439,28,292.89,2024-11-22
SP-255,67,47.49,2025-01-15
SP-351,289,426.66,2024-07-08
SP-105,0,10.61,2025-05-16
SP-272,10,46.16,2024-12-28
SP-411,341,415.31,2024-07-11
SP-233,262,145.28,2024-04-17
SP-415,5,243.18,2024-10-09
SP-285,235,204.32,2024-06-25
SP-458,434,273.0,2025-01-17
SP-457,10,449.72,2024-08-18
SP-400,187,396.54,2025-02-08
SP-213,264,217.29,2024-05-15
SP-140,297,6.59,2025-02-08
SP-378,0,307.83,2024-05-17
SP-223,165,87.0,2024-03-05
SP-413,137,439.18,2025-03-14
SP-145,229,334.04,2024-06-14
SP-432,326,154.0,2025-06-26
SP-130,19,405.42,2024-10-29
SP-397,229,436.95,2025-04-20
SP-436,229,26.01,2024-02-10
SP-350,95,436.24,2024-06-05
SP-200,364,99.94,2024-08-15
SP-437,229,175.38,2024-12-21
SP-160,205,155.66,2024-09-15
